,ID,MONTHS_BALANCE,STATUS,CODE_GENDER,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,CNT_FAM_MEMBERS,Letter,Empleo,BIRTH
13520,5089716,0.0,C,0,0.0,144000.0,4,4,1,1,2.0,T,1,1968-06-04
13521,5089717,0.0,C,0,0.0,144000.0,4,4,1,1,2.0,C,1,1968-06-04
13522,5089718,0.0,C,0,0.0,144000.0,4,4,1,1,2.0,H,1,1968-06-04
13523,5089719,0.0,C,0,0.0,144000.0,4,4,1,1,2.0,A,1,1968-06-04
13524,5089720,0.0,C,0,0.0,144000.0,4,4,1,1,1.734300148553881,L,1,1968-06-04
13525,5089722,0.0,0,0,0.0,315000.0,0,4,2,1,1.0,U,1,1974-11-27
13526,5089724,0.0,C,0,0.0,195294.32733387034,4,4,4,1,1.0,A,1,1963-02-03
13527,5089727,0.0,C,0,0.0,94500.0,1,4,4,1,1.0,K,0,1958-03-08
13528,5089728,0.0,C,0,0.0,94500.0,1,4,4,1,1.0,W,0,1958-03-08
13529,5089733,0.0,C,0,0.0,135000.0,4,4,1,1,2.0,N,1,1971-02-03
13530,5089739,0.0,C,0,0.0,135000.0,4,4,1,1,2.0,W,1,1971-02-03
13531,5089741,0.0,C,0,0.0,135000.0,4,4,1,1,2.0,T,1,1971-02-03
13532,5089742,0.0,C,0,0.0,135000.0,4,4,1,1,2.0,P,1,1971-02-03
13533,5089743,0.0,0,0,0.0,135000.0,4,4,1,1,2.0,W,1,1971-02-03
13534,5089748,0.0,X,1,1.0,99000.0,4,4,3,1,2.0,H,1,1974-03-13
13535,5089749,0.0,C,1,1.0,99000.0,4,4,3,1,2.0,L,1,1974-03-13
13536,5089750,0.0,C,1,1.0,99000.0,4,4,3,1,2.0,N,1,1974-03-13
13537,5089751,0.0,C,1,1.0,99000.0,4,4,3,1,2.0,L,0,1974-03-13
13538,5089752,0.0,C,1,1.0,99000.0,4,4,3,1,2.0,Q,1,1974-03-13
13539,5089753,0.0,0,1,1.0,99000.0,4,4,3,1,2.0,Q,1,1974-03-13
13540,5089754,0.0,C,1,1.0,99000.0,4,4,3,1,2.0,X,1,1974-03-13
13541,5089755,0.0,C,0,0.0,58500.0,4,4,1,1,2.0,F,1,1985-06-10
13542,5089756,0.0,C,0,0.0,58500.0,4,4,1,1,2.0,O,1,1985-06-10
13543,5089757,0.0,C,0,0.0,58500.0,4,4,1,1,2.0,F,1,1985-06-10
13544,5089758,0.0,0,0,0.0,58500.0,4,4,1,1,2.0,D,1,1985-06-10
13545,5089759,0.0,0,0,0.0,58500.0,4,4,1,1,2.0,T,1,1985-06-10
13546,5089760,0.0,C,1,0.0,180000.0,2,1,3,1,1.0,H,1,2000-09-18
13547,5089761,0.0,0,1,0.0,180000.0,2,1,3,1,1.0,Y,1,2000-09-18
13548,5089762,0.0,C,1,2.0,225000.0,4,4,1,1,4.0,D,1,1993-07-31
13549,5089763,0.0,0,1,2.0,225000.0,4,4,1,1,4.0,J,1,1993-07-31
13550,5089764,0.0,0,1,2.0,225000.0,4,4,1,1,4.0,W,1,1993-07-31
13551,5089765,0.0,0,1,2.0,225000.0,4,4,1,1,4.0,O,1,1993-07-31
13552,5089766,0.0,C,1,2.0,225000.0,4,4,1,1,4.0,O,1,1993-07-31
13553,5089767,0.0,0,1,2.0,225000.0,4,4,1,1,4.0,F,1,1993-07-31
13554,5089768,0.0,C,1,2.0,225000.0,4,4,1,1,4.0,M,1,1993-07-31
13555,5089769,0.0,C,1,2.0,225000.0,4,4,1,1,4.0,L,1,1993-07-31
13556,5089770,0.0,C,1,2.0,225000.0,4,4,1,1,4.0,O,1,1993-07-31
13557,5089771,0.0,C,1,2.0,225000.0,4,4,1,1,4.0,A,1,1993-07-31
13558,5089776,0.0,C,1,0.0,247500.0,4,4,1,1,2.0,H,1,1983-04-04
13559,5089777,0.0,C,1,0.0,247500.0,4,4,1,1,2.0,A,1,1983-04-04
13560,5089778,0.0,C,1,0.0,247500.0,4,4,1,1,2.0,A,1,1983-04-04
13561,5089779,0.0,C,1,0.0,247500.0,4,4,1,1,2.0,B,1,1983-04-04
13562,5089781,0.0,X,1,0.0,247500.0,4,4,1,1,2.0,I,1,1983-04-04
13563,5089782,0.0,C,1,0.0,247500.0,4,4,1,1,1.7615042126330578,G,1,1983-04-04
13564,5089783,0.0,X,1,0.0,247500.0,4,4,1,1,2.0,I,1,1983-04-04
13565,5089784,0.0,0,1,0.0,247500.0,4,4,1,1,2.0,Z,1,1983-04-04
13566,5089785,0.0,0,1,0.0,247500.0,4,4,1,1,2.0,J,1,1983-04-04
13567,5089786,0.0,C,0,0.0,112500.0,4,4,1,5,2.0,Z,1,1979-03-16
13568,5089787,0.0,C,0,0.0,126000.0,4,4,2,1,1.0,R,1,1963-11-16
13569,5089789,0.0,C,0,0.0,126000.0,4,4,2,1,1.0,B,1,1963-11-16
13570,5089791,0.0,0,0,0.0,126000.0,4,4,2,1,1.0,F,0,1963-11-16
13571,5089792,0.0,C,0,0.0,126000.0,4,4,2,1,1.0,B,1,1963-11-16
13572,5089793,0.0,C,0,0.0,126000.0,4,4,2,1,1.0,W,1,1963-11-16
13573,5089796,0.0,0,0,0.0,126000.0,4,4,2,1,1.0,A,1,1963-11-16
13574,5089797,0.0,C,0,0.0,126000.0,4,4,2,1,1.0,L,1,1963-11-16
13575,5089798,0.0,C,0,0.0,126000.0,4,4,2,1,1.0,N,1,1963-11-16
13576,5089799,0.0,0,0,0.0,126000.0,4,4,2,1,1.0,E,1,1963-11-16
13577,5089800,0.0,X,0,0.0,126000.0,4,4,2,1,1.7717414114015553,T,1,1963-11-16
13578,5089801,0.0,X,0,0.0,194134.31234876293,4,4,2,1,1.0,N,1,1963-11-16
13579,5089802,0.0,C,0,0.0,126000.0,4,4,2,1,1.0,J,1,1963-11-16
13580,5089808,0.0,C,0,1.0,202500.0,4,4,1,1,3.0,G,1,1990-02-26
13581,5089810,0.0,0,0,1.0,202500.0,4,4,1,1,3.0,B,1,1990-02-26
13582,5089811,0.0,0,0,1.0,202500.0,4,4,1,1,3.0,I,1,1990-02-26
13583,5089812,0.0,C,0,1.0,202500.0,4,4,1,1,3.0,B,1,1990-02-26
13584,5089819,0.0,0,1,1.0,270000.0,4,4,1,1,3.0,K,1,1988-06-07
13585,5089820,0.0,C,0,1.0,157500.0,4,4,3,2,2.0,R,1,1992-06-28
13586,5089821,0.0,C,0,1.0,157500.0,4,4,3,2,2.0,L,1,1992-06-28
13587,5089825,0.0,0,0,0.0,225000.0,1,4,3,1,1.0,X,0,1960-03-26
13588,5089826,0.0,0,0,0.0,225000.0,1,4,3,1,1.0,Q,0,1960-03-26
13589,5089827,0.0,0,0,0.0,225000.0,1,4,3,1,1.0,A,0,1960-03-26
13590,5089828,0.0,X,0,0.0,225000.0,1,4,3,1,1.0,I,0,1960-03-26
13591,5089829,0.0,0,0,0.0,225000.0,1,4,3,1,1.0,P,0,1960-03-26
13592,5089830,0.0,0,0,0.0,225000.0,1,4,3,1,1.0,Z,0,1960-03-26
13593,5089831,0.0,0,0,0.0,225000.0,1,4,3,1,1.0,W,0,1960-03-26
13594,5089832,0.0,0,0,0.0,225000.0,1,4,3,1,1.0,Y,0,1960-03-26
13595,5089833,0.0,0,0,0.0,225000.0,1,4,3,1,1.0,M,0,1960-03-26
13596,5089834,0.0,0,0,0.0,225000.0,1,4,3,1,1.0,G,0,1960-03-26
13597,5089835,0.0,C,0,0.0,225000.0,1,4,3,1,1.0,S,0,1960-03-26
13598,5089836,0.0,C,0,0.0,146802.63421366055,1,4,3,1,1.0,T,0,1960-03-26
13599,5089838,0.0,0,0,0.0,225000.0,1,4,3,1,1.0,W,0,1960-03-26
13600,5089839,0.0,0,0,0.0,225000.0,1,4,3,1,1.0,R,0,1960-03-26
13601,5089843,0.0,C,0,1.0,225000.0,0,4,0,1,3.0,H,1,1977-12-13
13602,5089844,0.0,C,0,1.0,225000.0,0,4,0,1,3.0,R,1,1977-12-13
13603,5089845,0.0,C,0,1.0,225000.0,0,4,0,1,3.0,B,1,1977-12-13
13604,5089846,0.0,C,0,1.0,225000.0,0,4,0,1,3.0,Q,1,1977-12-13
13605,5089847,0.0,C,0,1.0,225000.0,0,4,0,1,2.807838615649847,N,1,1977-12-13
13606,5089848,0.0,0,0,1.0,225000.0,0,4,0,1,3.0,U,1,1977-12-13
13607,5089849,0.0,C,0,1.0,225000.0,0,4,0,1,3.0,V,1,1977-12-13
13608,5089852,0.0,0,0,0.0,202500.0,1,4,2,1,1.0,N,0,1958-09-04
13609,5089855,0.0,X,0,0.0,202500.0,1,4,2,1,1.0,W,0,1958-09-04
13610,5089857,0.0,0,0,1.0,108000.0,4,4,1,1,3.0,L,1,1980-01-25
13611,5089860,0.0,C,0,0.0,76500.0,1,4,1,1,2.0,K,0,1965-10-31
13612,5089862,0.0,0,0,0.0,146801.13948014687,1,4,1,1,2.0,Z,0,1965-10-31
13613,5089866,0.0,C,0,0.0,76500.0,1,4,1,1,2.0,F,0,1965-10-31
13614,5089868,0.0,C,0,0.0,180000.0,1,4,1,1,2.0,S,0,1963-11-17
13615,5089869,0.0,0,0,0.0,180000.0,1,4,1,1,2.0,C,0,1963-11-17
13616,5089870,0.0,C,0,0.0,180000.0,1,4,1,1,2.0,X,0,1963-11-17
13617,5089871,0.0,C,0,0.0,180000.0,1,4,1,1,2.0,Q,0,1963-11-17
13618,5089877,0.0,C,0,0.0,144000.0,1,4,1,1,2.0,B,0,1971-02-11
13619,5089883,0.0,C,0,0.0,144000.0,1,4,1,1,2.0,S,0,1971-02-11
13620,5089885,0.0,C,0,0.0,144000.0,1,4,1,1,2.0,G,0,1971-02-11
13621,5089886,0.0,C,0,0.0,144000.0,1,4,1,1,2.0,H,0,1971-02-11
13622,5089887,0.0,C,0,0.0,157500.0,4,1,1,1,2.0,W,1,1993-12-12
13623,5089888,0.0,C,1,0.0,67500.0,4,4,3,1,1.0,Z,1,1976-03-22
13624,5089889,0.0,C,1,0.0,67500.0,4,4,3,1,1.0,F,1,1976-03-22
13625,5089890,0.0,C,0,0.0,67500.0,1,1,3,2,1.0,K,0,1958-04-08
13626,5089894,0.0,C,0,0.0,67500.0,1,1,3,2,1.0,F,0,1958-04-08
13627,5089895,0.0,C,0,0.0,67500.0,1,1,3,2,1.0,O,0,1958-04-08
13628,5089896,0.0,C,0,0.0,67500.0,1,1,3,2,1.0,H,0,1958-04-08
13629,5089901,0.0,C,0,0.0,47790.0,1,4,1,1,2.0,W,0,1967-09-09
13630,5089903,0.0,C,1,0.0,225000.0,0,4,1,1,2.0,W,1,1986-08-17
13631,5089904,0.0,C,1,0.0,225000.0,0,4,1,1,2.0,X,1,1986-08-17
13632,5089905,0.0,C,1,0.0,225000.0,0,4,1,1,2.0,M,1,1986-08-17
13633,5089907,0.0,0,1,0.0,225000.0,0,4,1,1,2.0,C,1,1986-08-17
13634,5089908,0.0,C,1,0.0,225000.0,0,4,1,1,2.0,M,1,1986-08-17
13635,5089909,0.0,C,1,0.0,225000.0,0,4,1,1,2.0,A,1,1986-08-17
13636,5089910,0.0,C,1,0.0,225000.0,0,4,1,1,2.0,O,1,1986-08-17
13637,5089914,0.0,C,0,0.0,144000.0,1,4,1,1,2.0,J,0,1963-02-19
13638,5089915,0.0,0,0,0.0,144000.0,1,4,1,1,2.0,J,0,1963-02-19
13639,5089917,0.0,0,0,0.0,144000.0,1,4,1,1,2.0,O,0,1963-02-19
13640,5089918,0.0,0,0,0.0,144000.0,1,4,1,1,2.0,J,0,1963-02-19
13641,5089919,0.0,C,0,0.0,144000.0,1,4,1,1,2.0,M,0,1963-02-19
13642,5089920,0.0,0,0,0.0,144000.0,1,4,1,1,2.0,M,0,1963-02-19
13643,5089921,0.0,0,0,0.0,144000.0,1,4,1,1,2.0,D,0,1963-02-19
13644,5089923,0.0,C,0,0.0,144000.0,1,4,1,1,2.0,R,0,1963-02-19
13645,5089924,0.0,X,0,0.0,144000.0,1,4,1,1,2.0,G,0,1963-02-19
13646,5089925,0.0,0,0,0.0,99000.0,4,4,1,1,2.0,J,0,1983-04-18
13647,5089926,0.0,C,1,0.0,180000.0,4,4,1,1,2.0,Z,1,1968-03-16
13648,5089929,0.0,C,1,0.0,157500.0,0,4,1,1,2.0,V,1,1970-08-27
13649,5089930,0.0,C,1,0.0,157500.0,0,4,1,1,2.0,P,1,1970-08-27
13650,5089937,0.0,C,0,0.0,157500.0,2,1,3,1,1.0,C,1,1968-06-04
13651,5089942,0.0,C,0,0.0,360000.0,2,1,1,1,2.0,R,1,1983-06-12
13652,5089943,0.0,C,0,0.0,360000.0,2,1,1,1,2.0,D,1,1983-06-12
13653,5089945,0.0,C,0,0.0,360000.0,2,1,1,1,2.0,U,1,1983-06-12
13654,5089946,0.0,C,0,0.0,360000.0,2,1,1,1,2.0,X,1,1983-06-12
13655,5089947,0.0,C,0,0.0,360000.0,2,1,1,1,2.0,K,1,1983-06-12
13656,5089948,0.0,0,0,0.0,202500.0,4,4,4,1,1.0,Q,1,1972-02-08
13657,5089953,0.0,C,1,1.0,126000.0,4,4,0,1,1.0,D,1,1988-03-20
13658,5089954,0.0,C,1,1.0,126000.0,0,4,0,1,3.0,L,1,1988-03-20
13659,5089955,0.0,C,1,1.0,126000.0,0,4,0,1,3.0,F,1,1988-03-20
13660,5089956,0.0,C,1,1.0,126000.0,0,4,0,1,3.0,I,1,1988-03-20
13661,5089958,0.0,C,1,1.0,126000.0,0,4,0,1,3.0,A,1,1988-03-20
13662,5089959,0.0,C,1,1.0,126000.0,0,4,0,1,3.0,L,1,1988-03-20
13663,5089961,0.0,X,1,3.0,450000.0,4,4,0,1,5.0,B,1,1975-10-14
13664,5089962,0.0,C,1,3.0,450000.0,4,4,0,1,5.0,X,1,1975-10-14
13665,5089963,0.0,X,1,3.0,450000.0,4,4,0,1,5.0,J,1,1975-10-14
13666,5089965,0.0,0,1,3.0,450000.0,4,4,0,1,5.0,I,1,1975-10-14
13667,5089967,0.0,0,1,0.0,135000.0,4,4,3,1,1.0,Z,1,1998-01-15
13668,5089968,0.0,C,1,-0.4186253608092274,135000.0,4,4,3,1,1.0,V,1,1998-01-15
13669,5089969,0.0,X,1,0.0,135000.0,4,4,3,1,1.0,K,1,1998-01-15
13670,5089970,0.0,0,1,0.0,135000.0,4,4,3,1,1.0,C,1,1998-01-15
13671,5089971,0.0,0,1,0.0,135000.0,4,4,3,1,1.0,F,1,1998-01-15
13672,5089972,0.0,C,1,0.0,135000.0,4,4,3,1,1.0,B,1,1998-01-15
13673,5089973,0.0,C,1,0.0,135000.0,4,4,3,1,1.0,T,0,1998-01-15
13674,5089978,0.0,C,1,0.0,90000.0,4,4,1,1,2.0,L,1,1962-11-18
13675,5089979,0.0,C,1,0.0,90000.0,4,4,1,1,2.0,Q,1,1962-11-18
13676,5089981,0.0,C,0,0.0,180000.0,1,4,1,1,2.0,Q,0,1958-01-22
13677,5089983,0.0,C,0,0.0,180000.0,1,4,1,1,2.0,I,0,1958-01-22
13678,5089986,0.0,C,0,0.0,180000.0,1,4,1,1,2.0,W,0,1958-01-22
13679,5089988,0.0,C,0,0.0,180000.0,1,4,1,1,1.689243242949582,L,0,1958-01-22
13680,5089989,0.0,C,0,0.0,180000.0,1,4,1,1,2.0,N,0,1958-01-22
13681,5089993,0.0,C,0,0.0,180000.0,1,4,1,1,2.0,E,0,1958-01-22
13682,5089994,0.0,X,0,0.0,180000.0,1,4,1,1,2.0,A,0,1958-01-22
13683,5089996,0.0,C,0,0.0,180000.0,1,4,1,1,2.0,F,0,1958-01-22
13684,5089997,0.0,0,0,0.23813972059524025,180000.0,1,4,1,1,2.0,T,0,1958-01-22
13685,5090000,0.0,C,0,0.0,180000.0,1,4,1,1,2.0,Z,0,1958-01-22
13686,5090001,0.0,0,0,0.0,180000.0,1,4,1,1,2.0,B,0,1958-01-22
13687,5090002,0.0,C,0,0.0,180000.0,1,4,1,1,2.0,V,0,1958-01-22
13688,5090003,0.0,X,0,0.0,146793.03346489026,1,4,1,1,2.0,K,0,1958-01-22
13689,5090004,0.0,C,0,0.0,180000.0,1,4,1,1,2.0,A,0,1958-01-22
13690,5090009,0.0,0,0,0.0,148500.0,4,2,1,1,2.0,R,0,1996-01-04
13691,5090010,0.0,C,0,0.0,148500.0,4,2,1,1,2.0,G,1,1996-01-04
13692,5090012,0.0,0,0,0.0,225000.0,2,4,3,3,1.0,W,1,1982-03-21
13693,5090013,0.0,0,0,0.0,225000.0,2,4,3,3,1.0,P,1,1982-03-21
13694,5090014,0.0,0,1,0.0,225000.0,4,2,1,1,2.0,H,1,1990-02-25
13695,5090016,0.0,C,1,0.0,225000.0,4,2,1,1,2.0,G,1,1990-02-25
13696,5090018,0.0,C,0,0.0,126000.0,4,1,1,1,2.0,D,1,1995-07-22
13697,5090020,0.0,C,0,0.0,126000.0,4,1,1,1,2.0,C,1,1995-07-22
13698,5090021,0.0,C,0,0.0,126000.0,4,1,1,1,2.0,U,1,1995-07-22
13699,5090023,0.0,C,0,0.0,126000.0,4,1,1,1,2.0,R,1,1995-07-22
13700,5090024,0.0,C,0,0.0,126000.0,4,1,1,1,2.0,Z,1,1995-07-22
13701,5090026,0.0,C,0,0.0,126000.0,4,1,1,1,2.0,U,1,1995-07-22
13702,5090030,0.0,0,1,0.0,157500.0,4,4,1,1,2.0,T,1,1987-09-02
13703,5090031,0.0,C,1,0.0,157500.0,4,4,1,1,2.0,A,1,1987-09-02
13704,5090032,0.0,0,0,1.0,157500.0,4,4,0,1,3.0,I,1,1978-05-11
13705,5090035,0.0,X,0,0.0,157500.0,1,4,1,1,2.0,U,0,1978-05-11
13706,5090039,0.0,0,1,1.0,225000.0,4,1,1,1,3.0,N,1,1985-07-02
13707,5090042,0.0,C,1,1.0,225000.0,4,1,1,1,3.0,P,1,1985-07-02
13708,5090044,0.0,C,1,1.0,225000.0,4,1,1,1,3.0,L,1,1985-07-02
13709,5090046,0.0,C,1,1.0,225000.0,4,1,1,1,3.0,N,1,1985-07-02
13710,5090050,0.0,0,0,0.0,69372.0,4,4,1,1,2.0,M,1,1979-08-23
13711,5090052,0.0,0,1,0.0,270000.0,0,1,1,1,2.0,I,1,1964-12-22
13712,5090055,0.0,0,0,0.0,112500.0,4,4,1,1,2.0,M,1,1972-04-13
13713,5090056,0.0,C,0,0.0,112500.0,4,4,1,1,2.0,N,1,1972-04-13
13714,5090057,0.0,C,0,0.0,112500.0,4,4,1,1,2.0,Z,1,1972-04-13
13715,5090058,0.0,C,0,0.0,112500.0,4,4,1,1,2.0,A,1,1972-04-13
13716,5090059,0.0,X,0,0.0,112500.0,4,4,1,1,2.0,U,1,1972-04-13
13717,5090060,0.0,C,0,0.0,112500.0,4,4,1,1,2.0,D,1,1972-04-13
13718,5090061,0.0,C,0,0.0,112500.0,4,4,1,1,2.0,B,1,1972-04-13
13719,5090062,0.0,0,0,0.0,112500.0,4,4,1,1,2.0,C,1,1972-04-13
13720,5090063,0.0,0,0,0.0,112500.0,4,4,1,1,2.0,J,1,1972-04-13
13721,5090064,0.0,C,0,0.0,112500.0,4,4,1,1,2.0,K,1,1972-04-13
13722,5090065,0.0,C,0,0.0,112500.0,4,4,1,1,2.0,C,1,1972-04-13
13723,5090066,0.0,0,0,0.0,112500.0,4,4,1,1,2.0,E,1,1972-04-13
13724,5090067,0.0,C,0,0.0,112500.0,4,4,1,1,2.0,F,1,1972-04-13
13725,5090068,0.0,X,0,0.0,202500.0,1,4,2,1,1.0,P,0,1967-01-13
13726,5090070,0.0,C,0,1.0,157500.0,4,4,0,1,3.0,Z,1,1979-09-28
13727,5090071,0.0,0,0,0.0,194378.21331037948,4,4,4,1,1.0,N,1,1973-03-09
13728,5090073,0.0,0,0,0.0,130500.0,4,4,4,1,1.0,O,1,1973-03-09
13729,5090074,0.0,C,0,0.0,202500.0,0,1,4,1,1.0,N,1,1977-09-21
13730,5090078,0.0,0,0,0.0,180000.0,2,1,2,1,1.0,J,1,1967-05-09
13731,5090079,0.0,C,0,0.0,202500.0,4,1,4,1,1.0,Z,1,1990-04-16
13732,5090081,0.0,C,0,0.0,225000.0,4,1,3,1,1.0,U,1,1989-10-01
13733,5090082,0.0,0,1,0.0,180000.0,0,4,1,1,2.0,N,1,1981-12-06
13734,5090083,0.0,C,0,0.0,135000.0,0,4,3,1,1.0,H,1,1978-11-04
13735,5090084,0.0,C,1,1.0,337500.0,0,1,1,1,3.0,E,1,1978-11-04
13736,5090089,0.0,0,0,1.0,134995.5,4,4,0,1,3.0,H,1,1988-01-22
13737,5090092,0.0,1,0,1.0,103500.0,4,4,2,1,2.0,H,1,1994-07-17
13738,5090098,0.0,X,1,0.0,256500.0,4,1,3,1,1.0,E,1,1996-05-07
13739,5090099,0.0,C,1,1.0,225000.0,4,1,2,1,2.0,S,1,1977-02-27
13740,5090102,0.0,C,1,0.0,179100.0,0,4,1,3,2.0,N,0,1978-08-18
13741,5090103,0.0,C,1,0.0,179100.0,0,4,1,3,2.0,Q,1,1978-08-18
13742,5090105,0.0,0,1,0.0,211500.0,0,4,1,1,2.0,Y,1,1964-04-26
13743,5090107,0.0,C,0,0.0,225000.0,1,1,1,1,2.0,W,0,1969-09-05
13744,5090108,0.0,C,0,0.0,252000.0,0,4,1,1,2.0,S,1,1966-01-23
13745,5090109,0.0,C,1,0.0,180000.0,4,4,1,1,2.0,H,1,1972-03-28
13746,5090111,0.0,X,0,0.0,90000.0,2,4,1,1,2.0,V,1,1979-06-14
13747,5090118,0.0,0,1,0.0,270000.0,0,4,1,1,2.0,Q,1,1984-03-23
13748,5090121,0.0,X,0,2.0,315000.0,2,4,2,2,3.0,B,1,1989-12-01
13749,5090122,0.0,0,0,0.0,135000.0,1,4,3,1,1.0,F,0,1963-02-15
13750,5090124,0.0,0,0,0.0,180000.0,4,1,1,1,2.0,W,1,1980-07-11
13751,5090125,0.0,C,0,0.0,146786.0197852449,1,4,0,1,2.0,X,0,1970-01-19
13752,5090126,0.0,C,1,0.0,270000.0,4,4,3,1,1.0,T,1,1985-05-05
13753,5090132,0.0,C,1,0.0,180000.0,4,1,1,1,2.0,F,1,1967-03-17
13754,5090133,0.0,X,0,1.0,292500.0,0,4,1,1,3.0,J,1,1985-08-28
13755,5090134,0.0,C,0,0.0,256500.0,2,1,1,1,2.0,T,1,1984-03-24
13756,5090136,0.0,C,0,-0.41987151419107804,67500.0,0,4,3,1,1.0,R,1,1986-04-01
13757,5090137,0.0,0,0,1.0,337500.0,4,4,1,1,3.0,R,1,1988-02-14
13758,5090139,0.0,C,0,0.0,135000.0,0,1,1,1,1.717498508769463,C,1,1970-07-02
13759,5090140,0.0,C,0,0.0,157500.0,4,4,0,1,2.0,C,1,1972-08-08
13760,5090141,0.0,X,0,0.0,135000.0,4,4,0,5,2.0,P,1,1995-12-26
13761,5090142,0.0,C,1,0.0,99000.0,4,4,1,1,2.0,Q,1,1993-10-22
13762,5090144,0.0,0,0,0.0,103500.0,4,4,3,2,1.0,X,1,1982-04-15
13763,5090147,0.0,C,0,0.0,135000.0,4,4,1,1,2.0,B,1,1984-06-16
13764,5090151,0.0,X,1,1.0,450000.0,0,1,1,1,3.0,M,1,1982-12-16
13765,5090152,0.0,C,0,1.0,135000.0,4,4,1,4,3.0,D,1,1983-06-14
13766,5090153,0.0,0,1,0.0,180000.0,4,4,2,1,1.0,C,1,1973-12-14
13767,5090154,0.0,X,0,0.0,225000.0,4,1,0,1,2.0,J,1,1992-11-02
13768,5090155,0.0,C,1,1.0,225000.0,2,1,1,1,3.0,Q,1,1988-03-12
13769,5090158,0.0,X,1,1.0,360000.0,4,4,0,1,3.0,T,1,1984-05-16
13770,5090162,0.0,C,0,0.0,135000.0,4,4,1,1,2.0,H,1,1989-02-23
13771,5090164,0.0,X,0,0.0,112500.0,4,4,1,1,2.0,X,1,1971-09-18
13772,5090166,0.0,5,0,1.0,675000.0,0,4,3,1,2.0,J,1,1980-10-31
13773,5090167,0.0,C,0,1.0,225000.0,4,1,3,1,2.0,I,1,1993-03-15
13774,5090168,0.0,C,0,0.0,148500.0,1,4,1,1,2.0,K,0,1958-07-16
13775,5090171,0.0,C,0,0.0,315000.0,1,4,1,1,2.0,B,0,1969-11-05
13776,5090173,0.0,C,0,0.0,333000.0,4,4,0,1,2.0,F,1,1969-10-25
13777,5090178,0.0,0,0,0.0,112500.0,4,4,1,1,2.0,H,1,1983-02-28
13778,5090179,0.0,C,1,0.0,378000.0,0,4,2,1,1.0,A,1,1972-04-18
13779,5090180,0.0,C,1,0.0,378000.0,0,4,2,1,1.0,F,0,1972-04-18
13780,5090181,0.0,C,0,0.0,360000.0,4,4,4,1,1.0,A,1,1967-02-22
13781,5090183,0.0,0,0,0.0,126000.0,1,4,3,1,1.0,R,0,1958-05-26
13782,5090184,0.0,C,1,0.0,202500.0,1,4,1,1,2.0,O,0,1977-01-20
13783,5090185,0.0,C,0,0.0,225000.0,1,4,1,1,2.0,M,0,1960-02-18
13784,5090186,0.0,0,1,0.0,450000.0,1,1,1,1,2.0,P,1,1958-12-07
13785,5090187,0.0,X,0,0.0,99000.0,4,4,1,1,2.0,Q,1,1969-07-01
13786,5090188,0.0,0,0,1.0,157500.0,4,4,2,1,2.0,R,1,1989-04-23
13787,5090189,0.0,C,0,0.0,193500.0,4,1,1,1,2.0,I,1,1958-04-02
13788,5090190,0.0,C,0,0.0,121500.0,2,1,1,1,2.0,O,1,1968-08-15
13789,5090192,0.0,X,0,0.0,54000.0,1,4,4,1,1.0,R,0,1963-04-26
13790,5090195,0.0,C,1,0.0,90000.0,4,4,3,5,1.0,I,1,1995-03-21
13791,5090196,0.0,C,1,0.0,135000.0,4,4,1,1,2.0,J,1,1964-01-25
13792,5090197,0.0,C,0,0.0,112500.0,4,1,1,1,2.0,S,1,1993-12-10
13793,5090200,0.0,X,0,0.0,157500.0,2,1,1,1,2.0,C,1,1991-05-31
13794,5090201,0.0,C,0,0.0,56250.0,1,4,1,3,2.0,C,0,1963-03-25
13795,5090203,0.0,C,1,1.0,119250.0,0,4,1,1,3.0,I,1,1997-06-23
13796,5090205,0.0,C,0,0.0,135000.0,0,4,1,1,2.0,G,1,1977-06-30
13797,5090206,0.0,C,0,1.0,238500.0,4,4,1,1,3.0,R,1,1989-05-29
13798,5090209,0.0,C,0,0.0,247500.0,0,1,3,1,1.0,W,1,1982-11-13
13799,5090214,0.0,C,1,0.0,135000.0,4,4,1,1,2.0,U,1,1993-10-23
13800,5090216,0.0,C,1,0.0,135000.0,4,4,1,1,2.0,R,1,1993-10-23
13801,5090217,0.0,X,0,0.0,810000.0,0,2,1,1,2.0,X,1,1981-01-16
13802,5090220,0.0,0,0,0.0,202500.0,0,4,1,1,2.0,S,1,1974-08-04
13803,5090223,0.0,X,0,0.0,225000.0,4,4,1,1,2.0,K,1,1965-04-14
13804,5090224,0.0,C,0,0.0,112500.0,4,4,1,1,2.0,S,1,1991-11-26
13805,5090225,0.0,C,0,0.0,135000.0,4,4,3,4,1.0,Q,1,1994-04-10
13806,5090226,0.0,0,0,1.0,90000.0,4,4,1,1,3.0,S,1,1989-07-19
13807,5090227,0.0,0,0,0.0,157500.0,4,1,1,1,2.0,Y,1,1993-12-03
13808,5090229,0.0,0,0,0.0,135000.0,0,4,1,1,2.0,J,1,1992-10-28
13809,5090231,0.0,X,1,0.0,225000.0,4,1,1,1,2.0,B,1,1990-07-03
13810,5090232,0.0,C,0,0.0,135000.0,4,4,4,1,1.0,A,1,1962-12-20
13811,5090237,0.0,0,0,0.0,157500.0,4,1,1,1,2.0,X,1,1960-09-19
